formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group,crystal
CN2,mp-1019086,"[[0.0, 0.0, 0.0, -0.008, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.008, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.03]]",0.03043,789,0,Tetragonal,-42m,Tetragonal -42m
Zn(GaTe2)2,mp-15777,"[[0.0, 0.0, 0.0, 0.012, 0.055, 0.0], [0.0, 0.0, 0.0, -0.055, 0.012, 0.0], [0.039, -0.039, 0.0, 0.0, 0.0, 0.027]]",0.061908873437941,790,0,Tetragonal,-4,Tetragonal -4
Na4SnTe4,mp-28108,"[[0.0, 0.0, 0.0, -0.184, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.723, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.206]]",0.72258,791,0,Orthorhombic,222,Orthorhombic 222
CaSO4,mp-556372,"[[0.0, 0.0, 0.0, 0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.019, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.001]]",0.02239,792,0,Hexagonal,222,Hexagonal 222
BaAl2Si3(NO)4,mp-1019531,"[[-0.102, 0.079, -0.025, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.308], [0.0, 0.0, 0.0, 0.0, 0.175, 0.0]]",0.30797,793,0,Orthorhombic,mm2,Orthorhombic mm2
Li7IN2,mp-675941,"[[-0.318, -0.089, 0.067, 0.009, -0.032, -0.105], [-0.066, 0.261, -0.086, -0.052, 0.017, -0.033], [-0.122, -0.069, -0.182, -0.081, 0.099, -0.011]]",0.372505762607491,794,0,Monoclinic,m,Monoclinic m
Zn3PBr3,mp-1215629,"[[-0.141, -0.226, 0.067, 0.0, -0.199, 0.0], [0.0, 0.0, 0.0, -0.16, 0.0, 0.014], [-0.343, -0.291, 0.428, 0.0, -0.037, 0.0]]",0.673499623677815,795,0,Monoclinic,m,Monoclinic m
LiFe(SiO3)2,mp-752617,"[[0.0, 0.0, 0.0, 0.285, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.316, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.303]]",0.31601,796,0,Orthorhombic,222,Orthorhombic 222
K4PH5S3O16,mp-677192,"[[0.006, -0.046, -0.029, 0.034, -0.003, 0.0], [-0.009, -0.032, -0.059, 0.02, 0.009, -0.007], [-0.011, 0.101, 0.03, -0.036, 0.004, -0.012]]",0.13950140848054,797,0,Triclinic,1,Triclinic 1
AlN,mp-661,"[[0.0, 0.0, 0.0, 0.0, -0.289, 0.0], [0.0, 0.0, 0.0, -0.289, 0.0, 0.0], [-0.58, -0.58, 1.461, 0.0, 0.0, 0.0]]",1.67567852814913,798,0,Hexagonal,6mm,Hexagonal 6mm
AlN,mp-661,"[[0.0, 0.0, 0.0, 0.0, -0.289, 0.0], [0.0, 0.0, 0.0, -0.289, 0.0, 0.0], [-0.58, -0.58, 1.461, 0.0, 0.0, 0.0]]",1.67567852814913,798,0,Hexagonal,6mm,Hexagonal 6mm
LiMgH3,mp-23736,"[[0.0, 0.0, 0.0, 0.0, -0.004, -0.008], [-0.008, 0.008, 0.0, -0.004, 0.0, 0.0], [0.251, 0.251, 0.219, 0.0, 0.0, 0.0]]",0.416665831773455,799,0,Trigonal,3m,Trigonal 3m
Zn2SiO4,mp-556163,"[[0.0, 0.0, 0.0, 0.439, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.063, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.063]]",0.43894,800,0,Tetragonal,-42m,Tetragonal -42m
ZrCl2,mp-23162,"[[0.0, 0.0, 0.0, 0.0, -0.002, -0.115], [-0.115, 0.115, 0.0, -0.002, 0.0, 0.0], [-0.002, -0.002, -0.007, 0.0, 0.0, 0.0]]",0.162400424621964,801,0,Trigonal,3m,Trigonal 3m
H7ClO3,mp-625151,"[[0.158, -0.034, -0.131, 0.0, -0.012, 0.0], [0.0, 0.0, 0.0, 0.109, 0.0, 0.042], [0.048, 0.061, 0.068, 0.0, 0.011, 0.0]]",0.209294654563199,802,0,Monoclinic,m,Monoclinic m
InGeCl3,mp-998569,"[[0.0, 0.0, 0.0, 0.0, 0.027, 0.019], [0.019, -0.019, 0.0, 0.027, 0.0, 0.0], [0.073, 0.073, 0.0, 0.0, 0.0, 0.0]]",0.102771228464002,803,0,Trigonal,3m,Trigonal 3m
Er3TaO7,mp-755898,"[[0.0, 0.0, 0.0, -0.207, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.272]]",0.27207,804,0,Orthorhombic,222,Orthorhombic 222
HgSO4,mp-3228,"[[0.275, -0.199, 0.024, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.25], [0.0, 0.0, 0.0, 0.0, 0.106, 0.0]]",0.340782097681201,805,0,Orthorhombic,mm2,Orthorhombic mm2
LiBO2,mp-14232,"[[0.0, 0.0, 0.0, -0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.989]]",0.989246627453502,806,0,Tetragonal,-42m,Tetragonal -42m
Nb3Sb2Te5,mp-569571,"[[0.0, 0.0, 0.0, -0.06, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.06, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.06]]",0.059696677950839,807,0,Cubic,-43m,Cubic -43m
Ba4LiNb3O12,mp-18274,"[[0.0, 0.0, 0.0, 0.0, -0.198, 0.0], [0.0, 0.0, 0.0, -0.198, 0.0, 0.0], [-0.345, -0.345, -0.635, 0.0, 0.0, 0.0]]",0.800644141176356,808,0,Hexagonal,6mm,Hexagonal 6mm
Li2Nb4ZnO12,mp-756793,"[[-0.831, -0.312, 0.463, 0.077, -0.148, -4.353], [-2.252, -2.72, 2.134, 0.842, -0.047, -0.499], [-2.166, -0.845, 4.741, -0.214, -0.023, -0.344]]",6.61965449833183,809,0,Triclinic,1,Triclinic 1
CN2,mp-1009818,"[[0.0, 0.0, 0.0, 0.0, -0.865, 0.0], [0.0, 0.0, 0.0, 0.865, 0.0, 0.0], [-1.211, 1.211, 0.0, 0.0, 0.0, 0.0]]",1.71327023334032,810,0,Tetragonal,-42m,Tetragonal -42m
MgO,mp-549706,"[[0.0, 0.0, 0.0, 0.0, -0.317, 0.0], [0.0, 0.0, 0.0, -0.317, 0.0, 0.0], [-0.769, -0.769, 2.257, 0.0, 0.0, 0.0]]",2.50506514094946,811,0,Hexagonal,6mm,Hexagonal 6mm
CaBe3O4,mp-754739,"[[-0.257, 0.257, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.257], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.362929625921427,812,0,Hexagonal,-6m2,Hexagonal -6m2
NaS,mp-409,"[[-0.058, 0.058, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.058], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.082618359487255,813,0,Hexagonal,-6m2,Hexagonal -6m2
BaNa4O3,mp-756084,"[[0.0, 0.0, 0.0, 0.0, 0.11, -0.41], [-0.113, 0.242, 0.378, 0.138, 0.0, 0.0], [-0.003, 0.103, 0.519, 0.147, 0.0, 0.0]]",0.715520467557823,814,0,Monoclinic,m,Monoclinic m
ScNb(NiSn)2,mp-1219274,"[[0.0, 0.0, 0.0, 0.0, 0.105, -0.175], [-0.175, 0.175, 0.0, 0.105, 0.0, 0.0], [0.126, 0.126, -0.103, 0.0, 0.0, 0.0]]",0.26932045779953,815,0,Trigonal,3m,Trigonal 3m
LiTiPCO7,mp-25418,"[[0.0, 0.0, 0.0, 0.006, 0.0, 0.066], [0.091, 0.084, 0.018, 0.0, -0.019, 0.0], [0.0, 0.0, 0.0, -0.129, 0.0, -0.018]]",0.131360464669957,816,0,Monoclinic,2,Monoclinic 2
Sm2AlNO3,mp-1025276,"[[0.0, 0.0, 0.0, 0.0, -0.91, 0.0], [0.0, 0.0, 0.0, -0.91, 0.0, 0.0], [0.108, 0.108, 2.4, 0.0, 0.0, 0.0]]",2.40433826910857,817,0,Tetragonal,4mm,Tetragonal 4mm
Mg2SnWO6,mp-1047188,"[[0.555, -0.176, 0.523, 0.083, -0.513, 0.109], [0.178, 1.083, -0.937, -0.235, -0.358, 0.472], [-0.145, -0.179, -1.043, -0.066, 0.347, 0.575]]",1.80907717223651,818,0,Triclinic,1,Triclinic 1
Na2O2,mp-2340,"[[0.192, -0.192, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.192], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.272077012319343,819,0,Hexagonal,-6m2,Hexagonal -6m2
Rb7NbAs4,mp-18440,"[[0.0, 0.0, 0.0, 0.0, 0.165, 0.0], [0.0, 0.0, 0.0, -0.097, 0.0, 0.0], [-0.014, -0.195, -0.086, 0.0, 0.0, 0.0]]",0.213464916555391,820,0,Orthorhombic,mm2,Orthorhombic mm2
Li2Ti3ZnO8,mp-774797,"[[0.0, 0.0, 0.0, 0.058, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.058, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.058]]",0.0583,821,0,Cubic,23,Cubic 23
Ti3(BiO3)4,mp-23427,"[[4.653, 2.114, 3.295, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.037], [0.0, 0.0, 0.0, 0.0, 3.984, 0.0]]",6.08063477711151,822,0,Orthorhombic,mm2,Orthorhombic mm2
Cd4GeS6,mp-5151,"[[-0.204, 0.164, 0.122, 0.0, 0.057, 0.0], [0.0, 0.0, 0.0, 0.154, 0.0, 0.194], [0.097, 0.075, -0.21, 0.0, 0.084, 0.0]]",0.325989586576229,823,0,Monoclinic,m,Monoclinic m
Li2V(PO4)2,mp-583836,"[[-1.202, -0.286, -0.295, 0.0, 0.726, 0.0], [0.0, 0.0, 0.0, 0.112, 0.0, 0.042], [-0.207, 0.076, -0.156, 0.0, 0.307, 0.0]]",1.50224980823699,824,0,Monoclinic,m,Monoclinic m
Na3Mo2N5,mp-1029845,"[[1.972, 0.896, 0.896, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.072, -0.063], [0.0, 0.0, 0.0, 0.0, -0.063, 0.072]]",2.34364082179842,825,0,Tetragonal,4,Tetragonal 4
SrH4O3,mp-626755,"[[-0.309, -0.276, 0.008, -0.056, 0.273, 0.348], [0.497, 0.924, 0.272, 0.291, 0.102, 0.008], [-0.317, 0.545, -1.008, 0.097, -0.115, 0.063]]",1.24046667760965,826,0,Triclinic,1,Triclinic 1
Ag2Te,mp-684798,"[[0.367, -0.275, -0.043, 0.0, -0.099, 0.0], [0.0, 0.0, 0.0, 0.451, 0.0, -0.558], [-0.62, -1.29, -0.587, 0.0, 0.68, 0.0]]",1.69038840722596,827,0,Monoclinic,m,Monoclinic m
NbCl3O,mp-556422,"[[0.0, 0.0, 0.0, -0.009, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.00874,828,0,Tetragonal,-42m,Tetragonal -42m
AlPO4,mp-7848,"[[0.0, 0.0, 0.0, -0.039, 0.114, 0.0], [0.0, 0.0, 0.0, -0.114, -0.039, 0.0], [0.277, -0.277, 0.0, 0.0, 0.0, -0.16]]",0.423338644763098,829,0,Tetragonal,-4,Tetragonal -4
TlSbWO6,mp-1216623,"[[-3.799, 0.527, -0.463, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.146], [0.0, 0.0, 0.0, 0.0, -0.309, 0.0]]",3.8628962436234,830,0,Orthorhombic,mm2,Orthorhombic mm2
Mn(PO3)3,mp-504351,"[[0.298, -0.247, -0.007, 0.0, -0.019, 0.0], [0.0, 0.0, 0.0, -0.093, 0.0, -0.063], [0.011, -0.012, -0.002, 0.0, -0.012, 0.0]]",0.387995368342674,831,0,Monoclinic,m,Monoclinic m
SiOs,mp-2488,"[[0.0, 0.0, 0.0, 1.338, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.338, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.338]]",1.33807,832,0,Cubic,23,Cubic 23
SiO2,mp-600059,"[[0.0, 0.024, -0.024, -0.026, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.05, 0.009], [0.0, 0.0, 0.0, 0.0, -0.009, -0.05]]",0.051098178538966,833,0,Tetragonal,-4,Tetragonal -4
AlAsO4,mp-7849,"[[0.0, 0.0, 0.0, 0.04, 0.085, 0.0], [0.0, 0.0, 0.0, -0.085, 0.04, 0.0], [0.152, -0.152, 0.0, 0.0, 0.0, 0.222]]",0.308347248449077,834,0,Tetragonal,-4,Tetragonal -4
Zn2Sn3O8,mp-1042514,"[[0.0, 0.0, 0.0, 0.0, -0.188, 0.0], [0.0, 0.0, 0.0, -0.188, 0.0, 0.0], [-0.16, -0.16, -0.023, 0.0, 0.0, 0.0]]",0.227760754082002,835,0,Hexagonal,6mm,Hexagonal 6mm
Na3W2N5,mp-1029565,"[[4.096, 3.036, 3.036, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.427, -0.084], [0.0, 0.0, 0.0, 0.0, -0.084, -0.427]]",5.934497617204,836,0,Tetragonal,4,Tetragonal 4
Li10Ge(PO6)2,mp-696130,"[[0.0, 0.0, 0.0, 0.0, 0.343, 0.0], [0.0, 0.0, 0.0, 0.343, 0.0, 0.0], [-0.343, -0.343, -0.156, 0.0, 0.0, 0.0]]",0.510252235957864,837,0,Tetragonal,4mm,Tetragonal 4mm
TlCo(CO)4,mp-18789,"[[0.0, 0.0, 0.0, -0.065, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.065, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.065]]",0.064673333333333,838,0,Cubic,23,Cubic 23
VPH7N2O5,mp-758131,"[[0.0, 0.0, 0.0, 0.012, 0.0, -0.127], [-0.224, -0.237, -0.331, 0.0, 0.073, 0.0], [0.0, 0.0, 0.0, -0.186, 0.0, 0.0]]",0.470339621018685,839,0,Monoclinic,2,Monoclinic 2
Na10CaSn12,mp-30252,"[[0.0, 0.0, 0.0, 0.155, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.155, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.155]]",0.154955824036114,840,0,Cubic,-43m,Cubic -43m
H3NO,mp-626543,"[[1.027, -0.362, 0.519, -0.145, 0.114, -0.166], [-0.321, 0.226, -0.114, 0.106, 0.009, 0.079], [0.377, 0.04, 0.278, -0.052, 0.026, -0.07]]",1.36858610523044,841,0,Triclinic,1,Triclinic 1
Li5(FeO2)4,mp-754802,"[[0.0, 0.0, 0.0, 0.0, 0.251, -0.403], [-0.403, 0.403, 0.0, 0.251, 0.0, 0.0], [0.007, 0.007, 0.639, 0.0, 0.0, 0.0]]",0.639561963847132,842,0,Trigonal,3m,Trigonal 3m
Rb2V3O8,mp-510519,"[[-0.663, -0.19, -0.19, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.343], [0.0, 0.0, 0.0, 0.0, -0.343, 0.0]]",0.714987894163251,843,0,Tetragonal,4mm,Tetragonal 4mm
BaLiLaTeO6,mp-40189,"[[0.0, 0.0, 0.0, -0.057, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.057, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.057]]",0.05663,844,0,Cubic,-43m,Cubic -43m
Pr2SbO5F,mp-554138,"[[0.0, 0.0, 0.0, 0.047, 0.0, -0.047], [-0.083, -0.203, 0.023, 0.0, 0.028, 0.0], [0.0, 0.0, 0.0, 0.39, 0.0, -0.202]]",0.443992620883472,845,0,Monoclinic,2,Monoclinic 2
GaAs,mp-8883,"[[0.0, 0.0, 0.0, 0.0, 0.441, 0.0], [0.0, 0.0, 0.0, 0.441, 0.0, 0.0], [0.068, 0.068, -0.506, 0.0, 0.0, 0.0]]",0.515439367530266,846,0,Hexagonal,6mm,Hexagonal 6mm
Si2H6Se,mp-29310,"[[0.0, 0.0, 0.0, 0.01, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.01, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.01031,847,0,Tetragonal,422,Tetragonal 422
KLiZn3O4,mp-1223469,"[[0.222, -0.149, 0.26, 0.0, 0.156, 0.0], [0.0, 0.0, 0.0, 0.069, 0.0, -0.063], [0.725, 0.208, -0.077, 0.0, 0.443, 0.0]]",0.90540555483996,848,0,Monoclinic,m,Monoclinic m
BN,mp-344,"[[0.392, -0.322, 0.034, 0.0, 0.05, 0.0], [0.0, 0.0, 0.0, 0.095, 0.0, -0.668], [0.069, 0.006, -0.477, 0.0, -0.067, 0.0]]",0.67471765297546,849,0,Monoclinic,m,Monoclinic m
RbLiCrO4,mp-18741,"[[-0.194, 0.194, 0.0, 0.0, 0.032, 0.0], [0.0, 0.0, 0.0, 0.032, 0.0, 0.194], [0.108, 0.108, 0.013, 0.0, 0.0, 0.0]]",0.27656317104441,850,0,Trigonal,3m,Trigonal 3m
B2O3,mp-717,"[[0.0, 0.0, 0.0, 0.0, -0.197, 0.0], [0.0, 0.0, 0.0, -0.495, 0.0, 0.0], [0.613, 0.084, -0.796, 0.0, 0.0, 0.0]]",1.00836298870992,851,0,Orthorhombic,mm2,Orthorhombic mm2
KSb(PS3)2,mp-556609,"[[0.0, 0.0, 0.0, 0.016, 0.0, -0.096], [-0.05, -0.313, -0.327, 0.0, -0.071, 0.0], [0.0, 0.0, 0.0, -0.398, 0.0, -0.057]]",0.461049700902795,852,0,Monoclinic,2,Monoclinic 2
Al5CuSe8,mp-37405,"[[0.0, 0.0, 0.0, -0.069, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.069, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.069]]",0.06858,853,0,Cubic,-43m,Cubic -43m
Li3Fe2(SiO4)2,mp-752644,"[[-0.926, 0.301, 0.299, -0.04, -0.033, -0.046], [-0.044, 0.009, -0.083, -0.094, -0.127, 0.227], [0.06, 0.035, -0.019, -0.107, 0.038, -0.012]]",1.02241550963072,854,0,Triclinic,1,Triclinic 1
Zn(InTe2)2,mp-20832,"[[0.0, 0.0, 0.0, -0.089, -0.052, 0.0], [0.0, 0.0, 0.0, 0.052, -0.089, 0.0], [-0.037, 0.037, 0.0, 0.0, 0.0, -0.086]]",0.103175666947202,855,0,Tetragonal,-4,Tetragonal -4
Li8TeN2,mp-1190809,"[[0.0, 0.0, 0.0, 0.0, 0.4, 0.0], [0.0, 0.0, 0.0, 0.4, 0.0, 0.0], [0.123, 0.123, 0.041, 0.0, 0.0, 0.0]]",0.39962500000002,856,0,Tetragonal,4mm,Tetragonal 4mm
CuH4Pb2(ClO2)2,mp-643378,"[[-0.022, 0.028, 0.028, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.166], [0.0, 0.0, 0.0, 0.0, 0.166, 0.0]]",0.165535,857,0,Tetragonal,4mm,Tetragonal 4mm
Ga(IO3)3,mp-561104,"[[0.0, 0.0, 0.0, -0.036, 0.855, 0.0], [0.0, 0.0, 0.0, 0.855, 0.036, 0.0], [0.695, 0.695, 1.065, 0.0, 0.0, 0.0]]",1.44931357611112,858,0,Hexagonal,6,Hexagonal 6
Zn3Sn2O7,mp-1377713,"[[0.0, 0.0, 0.0, 0.0, 0.093, 0.0], [0.0, 0.0, 0.0, -1.123, 0.0, 0.0], [0.121, 0.339, -0.385, 0.0, 0.0, 0.0]]",1.12301,859,0,Orthorhombic,mm2,Orthorhombic mm2
Na3Ca3AlAs4,mp-15572,"[[0.0, 0.0, 0.0, 0.0, -0.098, 0.0], [0.0, 0.0, 0.0, -0.098, 0.0, 0.0], [-0.272, -0.272, 0.51, 0.0, 0.0, 0.0]]",0.638781262326941,860,0,Hexagonal,6mm,Hexagonal 6mm
CdHClO,mp-644222,"[[0.0, 0.0, 0.0, 0.0, -0.325, 0.0], [0.0, 0.0, 0.0, -0.325, 0.0, 0.0], [-0.031, -0.031, -0.859, 0.0, 0.0, 0.0]]",0.860533825192247,861,0,Hexagonal,6mm,Hexagonal 6mm
Li8GeO6,mp-28548,"[[0.0, 0.0, 0.0, 0.0, -0.059, 0.0], [0.0, 0.0, 0.0, -0.059, 0.0, 0.0], [-0.099, -0.099, -0.121, 0.0, 0.0, 0.0]]",0.184369802842006,862,0,Hexagonal,6mm,Hexagonal 6mm
LiY3WO8,mp-759216,"[[0.0, 0.0, 0.0, 0.849, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.166, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.434]]",0.84869,863,0,Orthorhombic,222,Orthorhombic 222
Cr4OF11,mp-755067,"[[0.0, 0.0, 0.0, -0.006, 0.0, -0.148], [-0.064, 0.014, -0.028, 0.0, 0.011, 0.0], [0.0, 0.0, 0.0, 0.1, 0.0, 0.009]]",0.149364394941927,864,0,Monoclinic,2,Monoclinic 2
Cd(GaTe2)2,mp-13949,"[[0.0, 0.0, 0.0, -0.034, 0.031, 0.0], [0.0, 0.0, 0.0, -0.031, -0.034, 0.0], [0.045, -0.045, 0.0, 0.0, 0.0, -0.065]]",0.091060975322532,865,0,Tetragonal,-4,Tetragonal -4
Pr2CdS4,mp-36912,"[[0.0, 0.0, 0.0, 0.233, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.233, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.978]]",0.97776,866,0,Tetragonal,-42m,Tetragonal -42m
H12OsN5Cl3O,mp-24461,"[[0.0, 0.0, 0.0, 0.0, 0.398, 0.0], [0.0, 0.0, 0.0, 0.398, 0.0, 0.0], [0.183, 0.183, 0.212, 0.0, 0.0, 0.0]]",0.39783,867,0,Tetragonal,4mm,Tetragonal 4mm
Ca2YSnO5,mp-1378984,"[[-0.091, -0.759, 0.088, 0.033, -0.534, -0.518], [0.109, 0.697, -0.172, 0.122, 0.207, 0.036], [0.498, 2.092, -0.135, -0.436, 1.028, 0.806]]",2.84030482405704,868,0,Triclinic,1,Triclinic 1
BaBe2Si2O7,mp-12797,"[[0.0, 0.0, 0.0, 0.0, -0.031, 0.0], [0.0, 0.0, 0.0, -0.124, 0.0, 0.0], [-0.321, -0.371, -0.704, 0.0, 0.0, 0.0]]",0.85770675647333,869,0,Orthorhombic,mm2,Orthorhombic mm2
AlCr(WO4)2,mp-1041713,"[[0.252, -0.086, -0.084, -0.01, 0.08, -0.052], [0.123, 0.086, 0.077, -0.057, -0.102, 0.383], [-0.184, -0.121, 0.243, 0.147, 0.045, -0.202]]",0.536969873484063,870,0,Triclinic,1,Triclinic 1
SnO,mp-545552,"[[0.593, -0.096, -0.042, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.054], [0.0, 0.0, 0.0, 0.0, -0.402, 0.0]]",0.602238124831034,871,0,Orthorhombic,mm2,Orthorhombic mm2
Na4S2O5,mp-37430,"[[2.735, 0.039, -1.036, 0.047, 1.188, -0.551], [-1.135, -0.163, 0.818, -0.018, -0.501, 0.251], [-2.123, 0.108, 0.641, 0.07, -0.975, 0.871]]",4.34490859318176,872,0,Triclinic,1,Triclinic 1
Rb2ZnCl4,mp-616185,"[[0.0, 0.0, 0.0, 0.0, 0.019, 0.0], [0.0, 0.0, 0.0, 0.027, 0.0, 0.0], [0.132, -0.033, 0.04, 0.0, 0.0, 0.0]]",0.141736675211464,873,0,Orthorhombic,mm2,Orthorhombic mm2
KGe2N3,mp-1029404,"[[0.0, 0.0, 0.0, 0.0, -0.258, 0.0], [0.0, 0.0, 0.0, 0.367, 0.0, 0.0], [-0.125, 0.246, 0.206, 0.0, 0.0, 0.0]]",0.36663,874,0,Orthorhombic,mm2,Orthorhombic mm2
Li2Ti3NiO8,mp-776015,"[[0.0, 0.0, 0.0, 0.0, -0.827, 0.183], [0.183, -0.183, 0.0, -0.827, 0.0, 0.0], [-0.209, -0.209, -0.384, 0.0, 0.0, 0.0]]",0.866574054924978,875,0,Trigonal,3m,Trigonal 3m
Sc2Cu2O5,mp-15336,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.013], [-0.118, -0.045, -0.053, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.013, 0.0, 0.0]]",0.136678316129516,876,0,Orthorhombic,mm2,Orthorhombic mm2
Li5SbS,mp-754496,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.002, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.009]]",0.00909,877,0,Orthorhombic,222,Orthorhombic 222
Ca2Si5N8,mp-28922,"[[0.137, 0.127, 0.098, 0.0, 0.1, 0.0], [0.0, 0.0, 0.0, 0.061, 0.0, -0.078], [0.121, 0.178, 0.131, 0.0, 0.104, 0.0]]",0.357452878609874,878,0,Monoclinic,m,Monoclinic m
CaTaNO2,mp-556340,"[[-8.085, -0.63, -5.072, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.715], [0.0, 0.0, 0.0, 0.0, -2.372, 0.0]]",9.56491671205244,879,0,Orthorhombic,mm2,Orthorhombic mm2
ZnTe,mp-8884,"[[0.0, 0.0, 0.0, 0.0, 0.045, 0.0], [0.0, 0.0, 0.0, 0.045, 0.0, 0.0], [0.029, 0.029, -0.17, 0.0, 0.0, 0.0]]",0.175001328263757,880,0,Hexagonal,6mm,Hexagonal 6mm
K2AgSbS4,mp-553923,"[[0.0, 0.0, 0.0, 0.0, 0.031, 0.0], [0.0, 0.0, 0.0, -0.009, 0.0, 0.0], [-0.317, 0.127, 0.065, 0.0, 0.0, 0.0]]",0.347594553754802,881,0,Orthorhombic,mm2,Orthorhombic mm2
CaMgAsO4F,mp-558016,"[[-0.329, 0.079, 0.22, 0.0, -0.053, 0.0], [0.0, 0.0, 0.0, 0.135, 0.0, 0.076], [-0.119, 0.056, 0.095, 0.0, 0.006, 0.0]]",0.437057189942355,882,0,Monoclinic,m,Monoclinic m
AgNO3,mp-552185,"[[0.0, 0.0, 0.0, 0.0, 0.236, 0.237], [0.237, -0.237, 0.0, 0.236, 0.0, 0.0], [0.147, 0.147, -0.596, 0.0, 0.0, 0.0]]",0.631082600061201,883,0,Trigonal,3m,Trigonal 3m
PHN2,mp-697139,"[[0.0, 0.0, 0.0, 0.135, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.53]]",0.52974,884,0,Orthorhombic,222,Orthorhombic 222
PHF2,mp-24064,"[[0.0, 0.0, 0.0, -0.063, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.063, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.079]]",0.07918,885,0,Orthorhombic,222,Orthorhombic 222
Li3CuF4,mp-752895,"[[0.0, 0.0, 0.0, 0.0, -0.436, 0.0], [0.0, 0.0, 0.0, -0.488, 0.0, 0.0], [-0.646, -0.502, 1.066, 0.0, 0.0, 0.0]]",1.34354884038505,886,0,Orthorhombic,mm2,Orthorhombic mm2
