formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group,crystal
Ca2Sn3O8,mp-1042561,"[[0.0, 0.0, 0.0, 0.0, 0.073, 0.0], [0.0, 0.0, 0.0, 0.073, 0.0, 0.0], [0.563, 0.563, -0.39, 0.0, 0.0, 0.0]]",0.886406121255948,2903,0,Hexagonal,6mm,Hexagonal 6mm
LiAs(HO2)2,mp-23894,"[[0.524, 0.033, 0.256, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.009], [0.0, 0.0, 0.0, 0.0, 0.231, 0.0]]",0.583745450174989,2904,0,Orthorhombic,mm2,Orthorhombic mm2
Ca2Cu2O5,mp-772813,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.02], [0.221, 0.181, 0.118, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.019, 0.0, 0.0]]",0.309278416641058,2905,0,Orthorhombic,mm2,Orthorhombic mm2
Li2CdGeS4,mp-1189383,"[[0.0, 0.0, 0.0, 0.0, -0.351, 0.0], [0.0, 0.0, 0.0, -0.419, 0.0, 0.0], [-0.473, -0.335, 0.764, 0.0, 0.0, 0.0]]",0.958717603989829,2906,0,Orthorhombic,mm2,Orthorhombic mm2
Y3Cu3Sb4,mp-1106051,"[[0.0, 0.0, 0.0, 0.576, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.576, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.576]]",0.57639,2907,0,Cubic,-43m,Cubic -43m
AlF3,mp-635425,"[[0.38, -0.173, -0.134, 0.004, -0.01, -0.266], [-0.318, 0.344, -0.418, -0.08, -0.145, -0.058], [-0.248, 0.044, -0.492, -0.293, -0.3, -0.142]]",0.92148120510857,2908,0,Triclinic,1,Triclinic 1
Zn3Mo2O7,mp-1374543,"[[0.0, 0.0, 0.0, 0.0, 0.042, 0.0], [0.0, 0.0, 0.0, 0.15, 0.0, 0.0], [0.033, 0.365, -0.31, 0.0, 0.0, 0.0]]",0.479676267809864,2909,0,Orthorhombic,mm2,Orthorhombic mm2
Li5Mn(SiO4)2,mp-861554,"[[0.0, 0.0, 0.0, 0.624, 0.0, -0.325], [0.529, 0.226, -0.284, 0.0, 0.036, 0.0], [0.0, 0.0, 0.0, 0.014, 0.0, -0.093]]",0.705741302114826,2910,0,Monoclinic,2,Monoclinic 2
Ga2S3,mp-32616,"[[-0.131, 0.124, 0.051, 0.0, 0.004, 0.0], [0.0, 0.0, 0.0, 0.062, 0.0, 0.062], [0.165, 0.111, -0.158, 0.0, -0.08, 0.0]]",0.278046714919151,2911,0,Monoclinic,m,Monoclinic m
CuH,mp-24093,"[[0.0, 0.0, 0.0, 0.0, -0.216, 0.0], [0.0, 0.0, 0.0, -0.216, 0.0, 0.0], [-0.136, -0.136, 0.322, 0.0, 0.0, 0.0]]",0.375195195598257,2912,0,Hexagonal,6mm,Hexagonal 6mm
KLiSi2O5,mp-558102,"[[0.0, 0.0, 0.0, 0.065, 0.0, -0.023], [0.119, 0.31, 0.052, 0.0, 0.137, 0.0], [0.0, 0.0, 0.0, -0.01, 0.0, 0.043]]",0.36336641974734,2913,0,Monoclinic,2,Monoclinic 2
RbClO3,mp-23011,"[[0.0, 0.0, 0.0, 0.0, 0.145, -0.087], [-0.087, 0.087, 0.0, 0.145, 0.0, 0.0], [0.102, 0.102, 0.44, 0.0, 0.0, 0.0]]",0.463167634555784,2914,0,Trigonal,3m,Trigonal 3m
Si3Ru2,mp-20191,"[[0.0, 0.0, 0.0, 0.0, -0.799, 0.0], [0.0, 0.0, 0.0, 0.799, 0.0, 0.0], [-6.098, 6.098, 0.0, 0.0, 0.0, 0.0]]",8.62443998877608,2915,0,Tetragonal,-42m,Tetragonal -42m
WO3,mp-559122,"[[0.0, 0.0, 0.0, -0.021, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.091, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.091]]",0.090620250832452,2916,0,Tetragonal,-42m,Tetragonal -42m
K3NiO2,mp-505153,"[[0.0, 0.0, 0.0, 0.139, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.139, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.139,2917,0,Tetragonal,422,Tetragonal 422
Sc2TiO5,mp-753401,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.244], [-0.038, -0.088, -0.013, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.009, 0.0, 0.0]]",0.24404,2918,0,Orthorhombic,mm2,Orthorhombic mm2
BaHgS2,mp-28007,"[[-0.183, -0.055, -0.421, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.111], [0.0, 0.0, 0.0, 0.0, -0.365, 0.0]]",0.461898616148609,2919,0,Orthorhombic,mm2,Orthorhombic mm2
BePH3O5,mp-697592,"[[0.0, 0.0, 0.0, 0.0, -0.212, 0.0], [0.0, 0.0, 0.0, -0.151, 0.0, 0.0], [0.13, 0.096, 0.398, 0.0, 0.0, 0.0]]",0.429969392050178,2920,0,Orthorhombic,mm2,Orthorhombic mm2
Al3BN4,mp-1019380,"[[0.0, 0.0, 0.0, 0.156, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.156, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.156]]",0.15565,2921,0,Cubic,-43m,Cubic -43m
Rb2Se3,mp-7447,"[[-0.114, -0.048, -0.267, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.023], [0.0, 0.0, 0.0, 0.0, -0.19, 0.0]]",0.294155121952324,2922,0,Orthorhombic,mm2,Orthorhombic mm2
YOF,mp-38194,"[[0.0, 0.0, 0.0, -0.897, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.897, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.897]]",0.89716,2923,0,Cubic,-43m,Cubic -43m
Na4P2H4CO9,mp-696155,"[[0.0, 0.046, -0.046, 0.076, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.043, -0.03], [0.0, 0.0, 0.0, 0.0, 0.03, -0.043]]",0.099483868541588,2924,0,Tetragonal,-4,Tetragonal -4
BaCa2I6,mp-753460,"[[-0.582, 0.176, -0.565, 0.0, -0.062, 0.0], [0.0, 0.0, 0.0, -0.02, 0.0, -0.107], [-0.254, 0.148, -0.302, 0.0, -0.092, 0.0]]",0.933952957212424,2925,0,Monoclinic,m,Monoclinic m
SO3,mp-2414,"[[0.0, 0.0, 0.0, 0.0, 0.022, 0.0], [0.0, 0.0, 0.0, 0.013, 0.0, 0.0], [0.004, -0.004, 0.027, 0.0, 0.0, 0.0]]",0.027368613410255,2926,0,Orthorhombic,mm2,Orthorhombic mm2
KNi(PO3)3,mp-557878,"[[0.172, -0.172, 0.0, 0.034, 0.112, -0.128], [-0.128, 0.128, 0.0, 0.112, -0.034, -0.172], [0.152, 0.152, -0.208, 0.0, 0.0, 0.0]]",0.324906435971803,2927,0,Trigonal,3,Trigonal 3
Li4Mn2P4H3O16,mp-771909,"[[-0.278, -0.09, -0.064, -0.041, -0.101, -0.168], [-0.346, -0.188, -0.074, -0.15, -0.075, -0.163], [-0.074, -0.023, -0.012, 0.012, -0.022, -0.037]]",0.586655880550103,2928,0,Triclinic,1,Triclinic 1
K6CdTe4,mp-17698,"[[0.0, 0.0, 0.0, 0.0, 0.032, 0.0], [0.0, 0.0, 0.0, 0.032, 0.0, 0.0], [0.11, 0.11, -0.337, 0.0, 0.0, 0.0]]",0.370859022675734,2929,0,Hexagonal,6mm,Hexagonal 6mm
Hg3(SF)2,mp-7580,"[[0.0, 0.0, 0.0, 0.387, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.387, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.387]]",0.387315834279152,2930,0,Cubic,23,Cubic 23
Ag3PS4,mp-12459,"[[0.0, 0.0, 0.0, 0.0, 0.198, 0.0], [0.0, 0.0, 0.0, 0.132, 0.0, 0.0], [0.281, 0.151, -0.537, 0.0, 0.0, 0.0]]",0.623903843632975,2931,0,Orthorhombic,mm2,Orthorhombic mm2
LiB(CN)4,mp-13590,"[[0.0, 0.0, 0.0, -0.015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.015, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.015]]",0.015326666666667,2932,0,Cubic,-43m,Cubic -43m
Li2Ta2(OF2)3,mp-561011,"[[-0.034, 0.034, 0.0, 0.033, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.033, 0.034], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.0585064603691,2933,0,Trigonal,32,Trigonal 32
HgB4O7,mp-12022,"[[0.0, 0.0, 0.0, 0.0, 0.849, 0.0], [0.0, 0.0, 0.0, 0.752, 0.0, 0.0], [1.361, 1.401, 0.759, 0.0, 0.0, 0.0]]",2.09516110485566,2934,0,Orthorhombic,mm2,Orthorhombic mm2
La3Sb4Au3,mp-1190030,"[[0.0, 0.0, 0.0, 0.319, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.319, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.319]]",0.31933,2935,0,Cubic,-43m,Cubic -43m
Na4Si2PbSe6,mp-1221146,"[[0.0, 0.0, 0.0, -0.002, 0.0, -0.011], [0.018, -0.147, 0.092, 0.0, -0.032, 0.0], [0.0, 0.0, 0.0, 0.113, 0.0, 0.072]]",0.176999326699144,2936,0,Monoclinic,2,Monoclinic 2
NbAs,mp-2059,"[[0.0, 0.0, 0.0, 0.0, 119.036, 0.0], [0.0, 0.0, 0.0, 119.036, 0.0, 0.0], [0.993, 0.993, -2.293, 0.0, 0.0, 0.0]]",119.03583,2937,0,Tetragonal,4mm,Tetragonal 4mm
KNb(CuS2)2,mp-1106233,"[[0.0, 0.0, 0.0, 0.0, -0.9, 0.0], [0.0, 0.0, 0.0, 0.035, 0.0, 0.0], [-0.357, 0.13, -0.158, 0.0, 0.0, 0.0]]",0.89998,2938,0,Orthorhombic,mm2,Orthorhombic mm2
Sm5AgS8,mp-37923,"[[0.0, 0.0, 0.0, 0.3, 0.147, 0.0], [0.0, 0.0, 0.0, -0.147, 0.3, 0.0], [-0.07, 0.07, 0.0, 0.0, 0.0, 0.406]]",0.417402088279395,2939,0,Tetragonal,-4,Tetragonal -4
GeBi2O5,mp-23446,"[[0.0, 0.0, 0.0, 0.0, 1.194, 0.0], [0.0, 0.0, 0.0, 0.101, 0.0, 0.0], [2.105, 1.682, 2.776, 0.0, 0.0, 0.0]]",3.86847915104707,2940,0,Orthorhombic,mm2,Orthorhombic mm2
H2O2,mp-28015,"[[0.0, 0.0, 0.0, 0.043, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.043, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.04331,2941,0,Tetragonal,422,Tetragonal 422
AuCN,mp-29196,"[[0.0, 0.0, 0.0, 0.0, -0.012, 0.0], [0.0, 0.0, 0.0, -0.012, 0.0, 0.0], [0.043, 0.043, 0.862, 0.0, 0.0, 0.0]]",0.864184626627899,2942,0,Hexagonal,6mm,Hexagonal 6mm
Ce5Zr3O16,mp-1019595,"[[0.0, 0.0, 0.0, 0.58, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.502, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.255]]",1.25495,2943,0,Orthorhombic,222,Orthorhombic 222
H5ClO6,mp-626201,"[[0.0, 0.0, 0.0, 0.032, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.004, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.018]]",0.03191,2944,0,Orthorhombic,222,Orthorhombic 222
K6CoS4,mp-14794,"[[0.0, 0.0, 0.0, 0.0, 0.036, 0.0], [0.0, 0.0, 0.0, 0.036, 0.0, 0.0], [0.132, 0.132, -0.325, 0.0, 0.0, 0.0]]",0.375149059841552,2945,0,Hexagonal,6mm,Hexagonal 6mm
KPSe6,mp-18625,"[[0.093, -0.094, -0.151, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.088], [0.0, 0.0, 0.0, 0.0, -0.181, 0.0]]",0.20080350544749,2946,0,Orthorhombic,mm2,Orthorhombic mm2
Na2Ge2O5,mp-771248,"[[0.0, 0.0, 0.0, 0.0, -0.008, 0.0], [0.0, 0.0, 0.0, 0.023, 0.0, 0.0], [0.071, -0.014, 0.024, 0.0, 0.0, 0.0]]",0.076361164213231,2947,0,Orthorhombic,mm2,Orthorhombic mm2
In2HgSe4,mp-20731,"[[0.0, 0.0, 0.0, 0.146, -0.026, 0.0], [0.0, 0.0, 0.0, 0.026, 0.146, 0.0], [0.002, -0.002, 0.0, 0.0, 0.0, 0.207]]",0.206869493642731,2948,0,Tetragonal,-4,Tetragonal -4
Li7V(O2F)2,mp-760137,"[[-0.028, -0.763, 0.013, -0.131, -0.449, 0.206], [0.072, -0.831, 0.011, -0.007, -0.022, 0.131], [-0.039, -0.046, -0.133, 0.117, -0.078, -0.127]]",1.20461171789087,2949,0,Triclinic,1,Triclinic 1
Li2Mn(NiO3)2,mp-762624,"[[0.04, 0.062, 0.184, -0.172, -0.046, 0.047], [0.033, 0.0, -0.035, -0.012, -0.071, -0.051], [-0.005, 0.014, 0.056, -0.047, 0.017, -0.021]]",0.278170316104095,2950,0,Monoclinic,2,Monoclinic 2
Tl9SbTe6,mp-34292,"[[0.002, 0.0, 0.001, 0.085, 1.287, 0.0], [0.0, 0.0, 0.001, 1.287, -0.085, 0.0], [0.702, 0.702, 2.111, 0.001, 0.0, 0.0]]",2.33291173225898,2951,0,Tetragonal,4,Tetragonal 4
ScBiO3,mp-754009,"[[0.0, 0.0, 0.0, 0.0, -2.473, 1.462], [1.462, -1.462, 0.0, -2.473, 0.0, 0.0], [-2.903, -2.903, -2.599, 0.0, 0.0, 0.0]]",4.85903268575161,2952,0,Trigonal,3m,Trigonal 3m
NbCu3S4,mp-5621,"[[0.0, 0.0, 0.0, 0.003, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.003, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.003]]",0.003446666666667,2953,0,Cubic,-43m,Cubic -43m
CsSO3,mp-561681,"[[0.0, 0.0, 0.0, 0.0, 0.064, 0.0], [0.0, 0.0, 0.0, 0.064, 0.0, 0.0], [0.186, 0.186, 0.421, 0.0, 0.0, 0.0]]",0.496038609888387,2954,0,Hexagonal,6mm,Hexagonal 6mm
ZnMo2O7,mp-1042320,"[[0.0, 0.0, 0.0, -0.055, 0.0, 0.028], [-0.211, 0.298, -0.623, 0.0, 0.131, 0.0], [0.0, 0.0, 0.0, -0.147, 0.0, 0.03]]",0.733941165285066,2955,0,Monoclinic,2,Monoclinic 2
PrI2,mp-569673,"[[0.0, 0.0, 0.0, 0.089, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.089, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.089]]",0.08857,2956,0,Cubic,-43m,Cubic -43m
LiFe2(CO3)3,mp-753178,"[[-0.615, -0.397, -0.155, 0.0, 0.024, 0.0], [0.0, 0.0, 0.0, -0.963, 0.0, -0.167], [-0.254, 0.206, 0.365, 0.0, -0.322, 0.0]]",0.977427320929797,2957,0,Monoclinic,m,Monoclinic m
Ca(HO)2,mp-626644,"[[0.0, 0.0, 0.0, -0.201, 0.0, -0.208], [-0.269, -0.983, -0.686, 0.0, -0.486, 0.0], [0.0, 0.0, 0.0, -0.407, 0.0, -0.205]]",1.3212899793239,2958,0,Monoclinic,2,Monoclinic 2
PrN,mp-1009639,"[[0.0, 0.0, 0.0, -0.169, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.169, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.169]]",0.16946,2959,0,Cubic,-43m,Cubic -43m
Mn2As2O7,mp-1541585,"[[0.079, -0.331, 0.282, 0.122, 0.264, -0.145], [-0.004, -0.135, -0.029, 0.055, 0.223, -0.202], [0.134, 0.052, 0.038, 0.013, 0.171, -0.073]]",0.620404493992952,2960,0,Monoclinic,2,Monoclinic 2
Li2ZnGeS4,mp-1210804,"[[0.0, 0.0, 0.0, 0.0, 0.335, 0.0], [0.0, 0.0, 0.0, 0.395, 0.0, 0.0], [0.464, 0.289, -0.686, 0.0, 0.0, 0.0]]",0.877193806464683,2961,0,Orthorhombic,mm2,Orthorhombic mm2
LiFeCO4,mp-757939,"[[0.0, 0.0, 0.0, 0.0, 0.063, 0.0], [0.0, 0.0, 0.0, 0.078, 0.0, 0.0], [1.352, 7.574, 6.513, 0.0, 0.0, 0.0]]",10.0796386211064,2962,0,Orthorhombic,mm2,Orthorhombic mm2
RbLiMoO4,mp-556209,"[[0.013, 0.044, 0.0, 0.0, 0.319, 0.0], [0.0, 0.0, 0.0, -0.088, 0.0, 0.129], [0.288, -0.082, -0.389, 0.0, -0.091, 0.0]]",0.504164122174616,2963,0,Monoclinic,m,Monoclinic m
Cr(PO3)3,mp-759495,"[[0.0, 0.0, 0.0, 0.09, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.045, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.074]]",0.09037,2964,0,Orthorhombic,222,Orthorhombic 222
Tl3VS4,mp-5513,"[[0.0, 0.0, 0.0, 0.432, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.432, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.432]]",0.431890420456424,2965,0,Cubic,-43m,Cubic -43m
LiCl,mp-1185319,"[[0.0, 0.0, 0.0, 0.0, 0.219, 0.0], [0.0, 0.0, 0.0, 0.219, 0.0, 0.0], [0.254, 0.255, -0.547, 0.0, 0.0, 0.0]]",0.654388730343059,2966,0,Hexagonal,6mm,Hexagonal 6mm
PbI2,mp-567503,"[[0.0, 0.0, 0.0, 0.0, 0.005, 0.0], [0.0, 0.0, 0.0, 0.005, 0.0, 0.0], [0.0, 0.0, -0.002, 0.0, 0.0, 0.0]]",0.005325000852365,2967,0,Hexagonal,6mm,Hexagonal 6mm
CrP(HO)5,mp-504967,"[[0.0, 0.0, 0.0, 0.006, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.211, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.003]]",0.21063,2968,0,Orthorhombic,222,Orthorhombic 222
NaNb6O15F,mp-8084,"[[0.0, 0.0, 0.0, 0.0, 0.0, -1.501], [0.733, -0.933, 1.723, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.259, 0.0, 0.0]]",2.09218388823736,2969,0,Orthorhombic,mm2,Orthorhombic mm2
KTbGeS4,mp-12011,"[[0.0, 0.0, 0.0, -0.032, 0.0, -0.071], [-0.177, 0.22, 0.094, 0.0, -0.002, 0.0], [0.0, 0.0, 0.0, -0.077, 0.0, 0.01]]",0.297390201793581,2970,0,Monoclinic,2,Monoclinic 2
NaH2C2N3O,mp-758632,"[[0.233, -0.233, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.233], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.329713289813519,2971,0,Hexagonal,-6m2,Hexagonal -6m2
BeSO4,mp-5046,"[[0.0, 0.0, 0.0, 0.026, -0.008, 0.0], [0.0, 0.0, 0.0, 0.008, 0.026, 0.0], [-0.093, 0.093, 0.0, 0.0, 0.0, -0.139]]",0.19093384731367,2972,0,Tetragonal,-4,Tetragonal -4
C3N4,mp-971683,"[[-0.008, 0.008, 0.0, 0.011, -0.001, -1.005], [-1.005, 1.005, 0.0, -0.001, -0.011, 0.008], [0.007, 0.008, 0.024, 0.0, 0.0, 0.0]]",1.42160176077638,2973,0,Trigonal,3,Trigonal 3
Ag3SI,mp-676561,"[[0.287, -0.287, 0.0, -0.211, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.211, -0.287], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.457962370096701,2974,0,Trigonal,32,Trigonal 32
ScBiO3,mp-555313,"[[1.197, -1.67, -4.118, 0.0, -1.428, 0.0], [0.0, 0.0, 0.0, 0.082, 0.0, 0.197], [4.663, -6.261, -15.743, 0.0, -5.56, 0.0]]",19.0505487606977,2975,0,Monoclinic,m,Monoclinic m
CdSnP2,mp-5213,"[[0.0, 0.0, 0.0, -0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.186]]",0.186208223858989,2976,0,Tetragonal,-42m,Tetragonal -42m
ZnS,mp-554405,"[[0.0, 0.0, 0.0, 0.0, -0.052, -0.008], [-0.008, 0.008, 0.0, -0.052, 0.0, 0.0], [-0.09, -0.09, 0.081, 0.0, 0.0, 0.0]]",0.150696146737196,2977,0,Trigonal,3m,Trigonal 3m
CsPbCl3,mp-675022,"[[0.658, -0.658, 0.0, -0.09, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09, -0.658], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.935095063750205,2978,0,Trigonal,32,Trigonal 32
YAgSe2,mp-676284,"[[0.006, 0.005, 0.004, 0.002, -0.004, -0.004], [-0.025, -0.053, -0.016, -0.012, -0.005, 0.005], [-0.008, -0.013, -0.016, -0.009, 0.002, 0.002]]",0.066180444000374,2979,0,Monoclinic,m,Monoclinic m
ScHO2,mp-625199,"[[1.126, 0.581, 0.308, -0.091, -0.002, -0.196], [-0.601, -0.255, 0.26, -0.163, -0.104, 0.073], [-0.912, -0.774, -1.713, 0.809, 0.255, -0.018]]",2.472661003203,2980,0,Triclinic,1,Triclinic 1
Na10Be4Si4O17,mp-555606,"[[0.0, 0.0, 0.0, -0.271, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.271, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.271]]",0.2707,2981,0,Cubic,-43m,Cubic -43m
Ba4Nb2WO12,mp-1228131,"[[0.0, 0.0, 0.0, 0.0, -0.981, 1.817], [1.817, -1.817, 0.0, -0.981, 0.0, 0.0], [-0.299, -0.299, -0.496, 0.0, 0.0, 0.0]]",2.74999082743074,2982,0,Trigonal,3m,Trigonal 3m
Cu2WS4,mp-557373,"[[0.0, 0.0, 0.0, -0.07, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.07, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.059]]",0.069924953550449,2983,0,Tetragonal,-42m,Tetragonal -42m
LiSbO3,mp-752636,"[[0.0, 0.0, 0.0, -0.384, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.384, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.384]]",0.38425,2984,0,Cubic,23,Cubic 23
NaBrO3,mp-23339,"[[0.0, 0.0, 0.0, -0.015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.015, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.015]]",0.01517,2985,0,Cubic,23,Cubic 23
BaAlSi5N7O2,mp-1227994,"[[1.109, -0.064, 0.067, -0.685, 0.455, 0.356], [0.039, 0.532, -0.028, 0.622, -0.254, -0.257], [0.299, 0.166, -0.284, -0.084, 0.076, -0.188]]",1.52874071909244,2986,0,Triclinic,1,Triclinic 1
LiMnAlO4,mp-770387,"[[0.0, 0.0, 0.0, 0.025, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.025, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.024635,2987,0,Tetragonal,422,Tetragonal 422
LiAl(SiO3)2,mp-558808,"[[-0.079, 0.061, 0.184, 0.015, -0.009, -0.064], [-0.092, -0.067, -0.087, -0.01, 0.138, 0.028], [-0.009, -0.04, -0.041, -0.067, 0.094, 0.104]]",0.278495951525444,2988,0,Triclinic,1,Triclinic 1
AgI,mp-22894,"[[0.0, 0.0, 0.0, 0.0, -0.093, 0.0], [0.0, 0.0, 0.0, -0.093, 0.0, 0.0], [-0.125, -0.125, 0.195, 0.0, 0.0, 0.0]]",0.263356167195686,2989,0,Hexagonal,6mm,Hexagonal 6mm
Na2FeO2,mp-754743,"[[0.085, -0.405, -0.344, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.039], [0.0, 0.0, 0.0, 0.0, -0.13, 0.0]]",0.538352641583563,2990,0,Orthorhombic,mm2,Orthorhombic mm2
CsCuTeS3,mp-1213683,"[[0.0, 0.0, 0.0, 0.074, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.074, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.074]]",0.07377,2991,0,Cubic,23,Cubic 23
Li3NbOF6,mp-769384,"[[0.0, 0.0, 0.0, -0.724, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.066, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.039]]",0.72436,2992,0,Orthorhombic,222,Orthorhombic 222
GeI2,mp-567677,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.861], [0.861, -0.861, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.21703684779833,2993,0,Hexagonal,-6m2,Hexagonal -6m2
H3PbCI3NF3,mp-977011,"[[-1.718, -0.127, -0.153, 0.0, 0.236, 0.0], [0.0, 0.0, 0.0, 0.083, 0.0, -0.438], [-0.444, -0.069, -0.454, 0.0, -0.398, 0.0]]",1.80403425773225,2994,0,Monoclinic,m,Monoclinic m
Cd(InSe2)2,mp-22304,"[[0.0, 0.0, 0.0, -0.125, 0.031, 0.0], [0.0, 0.0, 0.0, -0.031, -0.125, 0.0], [0.026, -0.026, 0.0, 0.0, 0.0, -0.167]]",0.170839454840394,2995,0,Tetragonal,-4,Tetragonal -4
CsLiMnS2,mp-1225894,"[[0.0, 0.0, 0.0, 0.0, 0.247, 0.0], [0.0, 0.0, 0.0, -0.247, 0.0, 0.0], [0.122, -0.122, 0.0, 0.0, 0.0, 0.0]]",0.246770064348982,2996,0,Tetragonal,-42m,Tetragonal -42m
Hg2P2S7,mp-27171,"[[0.0, 0.0, 0.0, 0.526, 0.0, -0.334], [-0.325, 0.127, -0.029, 0.0, 0.22, 0.0], [0.0, 0.0, 0.0, -0.01, 0.0, 0.291]]",0.647568890310957,2997,0,Monoclinic,2,Monoclinic 2
LaN,mp-567290,"[[0.0, 0.0, 0.0, 0.0, -0.235, 0.0], [0.0, 0.0, 0.0, -0.235, 0.0, 0.0], [-0.154, -0.154, 1.786, 0.0, 0.0, 0.0]]",1.79890576090022,2998,0,Hexagonal,6mm,Hexagonal 6mm
ScSbPt,mp-7173,"[[0.0, 0.0, 0.0, -0.332, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.332, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.332]]",0.332274633477452,2999,0,Cubic,-43m,Cubic -43m
TbH3(CO2)3,mp-642991,"[[0.0, 0.0, 0.0, 0.0, 0.184, 0.127], [0.127, -0.127, 0.0, 0.184, 0.0, 0.0], [-0.01, -0.01, 0.326, 0.0, 0.0, 0.0]]",0.326182767631891,3000,0,Trigonal,3m,Trigonal 3m
H9BrO4,mp-625604,"[[0.0, 0.0, 0.0, -0.019, 0.0, -0.092], [0.176, -0.041, 0.23, 0.0, -0.227, 0.0], [0.0, 0.0, 0.0, -0.232, 0.0, -0.034]]",0.370289062760433,3001,0,Monoclinic,2,Monoclinic 2
